ID,Date,SVXY Open,SVXY Close,VXX Open,VXX Close,VIX,SPX,Daily Return,LN(1+ret),21D RV*100,VIX - RV,Long SVXY,Long VXX,SVXY units,VXX units,SVXY MTM,VXX MTM,Equity,Daily Return,LN(1+ret)
62014,06/09/2014,169.24,166.00,482.88,491.84,11.15,1951.27,0.09%,0.09%,7.36,6.07,1,0,2020,309,-4484,0," 1,350,813 ",-0.33%,-0.33%
62014,06/10/2014,165.28,168.94,494.24,483.36,10.99,1950.79,-0.02%,-0.02%,7.39,5.53,1,0,2020,309,5939,0," 1,356,752 ",0.44%,0.44%
62014,06/11/2014,166.02,165.20,492.00,494.24,11.60,1943.89,-0.35%,-0.35%,7.03,5.20,1,0,2020,309,-7555,0," 1,349,197 ",-0.56%,-0.56%
62014,06/12/2014,164.04,157.08,497.28,517.92,12.56,1930.11,-0.71%,-0.71%,7.59,4.54,1,0,2020,309,-16402,0," 1,332,795 ",-1.22%,-1.22%
62014,06/13/2014,158.28,159.82,513.76,509.12,12.18,1936.16,0.31%,0.31%,7.35,4.82,1,0,2020,309,5535,0," 1,338,330 ",0.42%,0.41%
62014,06/16/2014,159.12,160.08,511.36,508.32,12.65,1937.78,0.08%,0.08%,6.28,6.89,1,0,2020,309,525,0," 1,338,855 ",0.04%,0.04%
62014,06/17/2014,160.48,165.32,506.40,490.72,12.06,1941.99,0.22%,0.22%,6.24,6.20,1,0,2020,309,10585,0," 1,349,440 ",0.79%,0.79%
62014,06/18/2014,165.84,174.36,488.96,464.32,10.61,1956.98,0.77%,0.77%,6.55,5.87,1,0,2020,309,18261,0," 1,367,701 ",1.35%,1.34%
62014,06/19/2014,175.56,173.66,461.12,466.72,10.62,1959.48,0.13%,0.13%,5.82,7.14,1,0,2020,309,-1414,0," 1,366,287 ",-0.10%,-0.10%
62014,06/20/2014,174.16,171.24,464.96,472.96,10.85,1962.87,0.17%,0.17%,5.40,6.51,1,0,2020,309,-4888,0," 1,361,398 ",-0.36%,-0.36%
62014,06/23/2014,171.54,175.44,470.40,461.28,10.98,1962.61,-0.01%,-0.01%,5.44,6.59,1,0,2020,309,8484,0," 1,369,882 ",0.62%,0.62%
62014,06/24/2014,173.68,169.00,465.60,477.76,12.13,1949.98,-0.64%,-0.65%,6.05,5.31,1,0,2020,309,-13009,0," 1,356,873 ",-0.95%,-0.95%
62014,06/25/2014,166.16,175.38,486.40,460.00,11.59,1959.53,0.49%,0.49%,5.95,5.56,1,0,2020,309,12888,0," 1,369,761 ",0.95%,0.95%
62014,06/26/2014,175.58,173.32,459.20,465.76,11.63,1957.22,-0.12%,-0.12%,5.95,5.73,1,0,2020,309,-4161,0," 1,365,600 ",-0.30%,-0.30%
62014,06/27/2014,171.70,174.78,470.56,461.76,11.26,1960.96,0.19%,0.19%,5.77,5.80,1,0,2020,309,2949,0," 1,368,549 ",0.22%,0.22%
62014,06/30/2014,174.96,176.54,460.80,457.60,11.57,1960.23,-0.04%,-0.04%,5.78,5.62,1,0,2020,309,3555,0," 1,372,104 ",0.26%,0.26%
72014,07/01/2014,178.10,181.02,452.64,445.48,11.15,1973.32,0.67%,0.67%,6.11,5.47,1,0,2020,309,9050,0," 1,381,154 ",0.66%,0.66%
72014,07/02/2014,181.70,182.82,444.16,440.80,10.82,1974.62,0.07%,0.07%,6.09,5.78,1,0,2020,309,3636,0," 1,384,790 ",0.26%,0.26%
72014,07/03/2014,186.18,185.40,432.96,434.72,10.32,1985.44,0.55%,0.55%,6.26,5.82,1,0,2020,309,5212,0," 1,390,001 ",0.38%,0.38%
72014,07/07/2014,184.50,181.40,437.92,444.32,11.33,1977.65,-0.39%,-0.39%,6.23,5.45,1,0,2020,309,-8080,0," 1,381,921 ",-0.58%,-0.58%
72014,07/08/2014,180.18,178.54,446.56,451.04,11.98,1963.71,-0.70%,-0.71%,6.65,4.08,1,0,2020,309,-5777,0," 1,376,144 ",-0.42%,-0.42%
72014,07/09/2014,181.42,182.08,444.80,442.40,11.65,1972.83,0.46%,0.46%,6.82,4.33,1,0,2020,309,7151,0," 1,383,295 ",0.52%,0.52%
72014,07/10/2014,172.38,175.56,466.24,457.28,12.59,1964.68,-0.41%,-0.41%,7.00,3.99,1,0,2020,309,-13170,0," 1,370,125 ",-0.95%,-0.96%
72014,07/11/2014,175.62,177.72,456.80,452.80,12.08,1967.57,0.15%,0.15%,6.86,4.74,1,0,2020,309,4363,0," 1,374,488 ",0.32%,0.32%
72014,07/14/2014,181.48,182.42,442.24,439.68,11.82,1977.10,0.48%,0.48%,6.41,6.15,1,0,2020,309,9494,0," 1,383,982 ",0.69%,0.69%
72014,07/15/2014,183.48,179.04,435.68,447.20,11.96,1973.28,-0.19%,-0.19%,6.46,5.72,1,0,2020,309,-6828,0," 1,377,154 ",-0.49%,-0.49%
72014,07/16/2014,184.32,183.54,433.92,436.32,11.00,1981.57,0.42%,0.42%,6.56,6.09,1,0,2020,309,9090,0," 1,386,244 ",0.66%,0.66%
72014,07/17/2014,181.24,166.20,442.08,478.88,14.54,1958.12,-1.18%,-1.19%,7.91,4.15,1,0,2020,309,-35027,0," 1,351,217 ",-2.53%,-2.56%
72014,07/18/2014,173.20,178.20,459.68,446.24,12.06,1978.22,1.03%,1.02%,8.25,2.36,1,0,2020,309,24240,0," 1,375,457 ",1.79%,1.78%
72014,07/21/2014,176.30,174.08,450.40,456.16,12.81,1973.63,-0.23%,-0.23%,8.31,2.31,1,0,2020,309,-8322,0," 1,367,135 ",-0.61%,-0.61%
72014,07/22/2014,177.92,177.52,445.12,447.04,12.24,1983.53,0.50%,0.50%,8.45,2.40,1,0,2020,309,6949,0," 1,374,084 ",0.51%,0.51%
72014,07/23/2014,178.50,175.92,444.16,450.88,11.52,1987.01,0.18%,0.18%,8.46,2.52,1,0,2020,309,-3232,0," 1,370,852 ",-0.24%,-0.24%
72014,07/24/2014,177.42,177.18,447.04,447.84,11.84,1987.98,0.05%,0.05%,8.06,4.07,1,0,2020,309,2545,0," 1,373,397 ",0.19%,0.19%
72014,07/25/2014,174.10,171.84,455.68,461.28,12.69,1978.34,-0.48%,-0.49%,8.17,3.42,1,0,2020,309,-10787,0," 1,362,610 ",-0.79%,-0.79%
72014,07/28/2014,172.60,172.62,458.88,458.40,12.56,1978.91,0.03%,0.03%,8.14,3.49,1,0,2020,309,1576,0," 1,364,186 ",0.12%,0.12%
72014,07/29/2014,173.64,173.06,456.16,457.92,13.28,1969.95,-0.45%,-0.45%,8.31,2.95,1,0,2020,309,889,0," 1,365,075 ",0.07%,0.07%
72014,07/30/2014,174.84,170.18,452.64,465.28,13.33,1970.07,0.01%,0.01%,8.31,3.26,1,0,2020,309,-5818,0," 1,359,257 ",-0.43%,-0.43%
72014,07/31/2014,164.58,155.64,480.00,504.64,16.95,1930.67,-2.00%,-2.02%,10.55,0.60,1,0,2020,309,-29371,0," 1,329,886 ",-2.16%,-2.18%
82014,08/01/2014,154.08,148.02,508.32,528.16,17.03,1925.15,-0.29%,-0.29%,10.55,0.27,1,0,2020,309,-15392,0," 1,314,494 ",-1.16%,-1.16%
82014,08/04/2014,149.00,154.26,524.00,504.72,15.12,1938.99,0.72%,0.72%,10.70,-0.38,0,1,2020,309,12605,0," 1,327,099 ",0.96%,0.95%
82014,08/05/2014,151.02,143.48,514.88,540.64,16.87,1920.21,-0.97%,-0.97%,11.07,0.26,1,0,2020,525,-6697,13389," 1,333,790 ",0.50%,0.50%
82014,08/06/2014,140.82,142.92,550.24,542.56,16.37,1920.24,0.00%,0.00%,10.88,1.10,1,0,1859,525,3773,4896," 1,342,459 ",0.65%,0.65%
82014,08/07/2014,146.46,139.98,528.48,553.92,16.66,1909.57,-0.56%,-0.56%,10.78,0.87,1,0,1859,525,-5465,0," 1,336,993 ",-0.41%,-0.41%
82014,08/08/2014,139.82,145.26,553.92,531.36,15.77,1931.59,1.15%,1.15%,11.64,0.95,1,0,1859,525,9816,0," 1,346,809 ",0.73%,0.73%
82014,08/11/2014,148.24,151.24,520.80,509.60,14.23,1936.92,0.28%,0.28%,11.68,0.40,1,0,1859,525,11117,0," 1,357,926 ",0.83%,0.82%
82014,08/12/2014,151.70,152.20,507.84,506.40,14.13,1933.75,-0.16%,-0.16%,11.50,0.32,1,0,1859,525,1785,0," 1,359,710 ",0.13%,0.13%
82014,08/13/2014,156.00,160.80,493.92,478.24,12.90,1946.72,0.67%,0.67%,11.80,0.16,1,0,1859,525,15987,0," 1,375,698 ",1.18%,1.17%
82014,08/14/2014,162.82,165.86,471.20,462.08,12.42,1955.18,0.43%,0.43%,11.81,-0.81,0,1,1859,525,9407,0," 1,385,104 ",0.68%,0.68%
82014,08/15/2014,169.32,165.90,452.16,462.08,13.15,1955.06,-0.01%,-0.01%,11.08,3.46,1,0,1859,599,6275,5807," 1,397,186 ",0.87%,0.87%
82014,08/18/2014,171.18,172.36,447.84,444.80,12.32,1971.74,0.85%,0.85%,10.89,1.17,1,0,1684,599,1843,-8664," 1,390,365 ",-0.49%,-0.49%
82014,08/19/2014,174.28,173.88,439.20,440.00,12.21,1981.60,0.50%,0.50%,11.00,1.81,1,0,1684,599,2560,0," 1,392,924 ",0.18%,0.18%
82014,08/20/2014,171.40,172.56,446.72,443.36,11.78,1986.51,0.25%,0.25%,10.90,1.34,1,0,1684,599,-2223,0," 1,390,702 ",-0.16%,-0.16%
82014,08/21/2014,172.14,172.14,444.32,444.96,11.76,1992.37,0.29%,0.29%,10.93,0.59,1,0,1684,599,-707,0," 1,389,994 ",-0.05%,-0.05%
82014,08/22/2014,172.62,172.84,443.84,443.20,11.47,1988.40,-0.20%,-0.20%,10.95,0.89,1,0,1684,599,1179,0," 1,391,173 ",0.08%,0.08%
82014,08/25/2014,174.80,174.50,437.76,438.40,11.70,1997.92,0.48%,0.48%,10.92,1.77,1,0,1684,599,2795,0," 1,393,968 ",0.20%,0.20%
82014,08/26/2014,174.50,172.86,438.88,442.08,11.63,2000.02,0.11%,0.11%,10.92,1.64,1,0,1684,599,-2762,0," 1,391,207 ",-0.20%,-0.20%
82014,08/27/2014,172.66,171.82,443.52,445.28,11.78,2000.12,0.00%,0.00%,10.77,2.51,1,0,1684,599,-1751,0," 1,389,455 ",-0.13%,-0.13%
82014,08/28/2014,166.86,168.94,458.56,452.32,12.05,1996.74,-0.17%,-0.17%,10.80,2.53,1,0,1684,599,-4850,0," 1,384,605 ",-0.35%,-0.35%
82014,08/29/2014,170.94,170.06,447.68,449.76,12.09,2003.37,0.33%,0.33%,7.78,9.17,1,0,1684,599,1886,0," 1,386,492 ",0.14%,0.14%
92014,09/02/2014,170.06,168.92,448.96,452.48,12.25,2002.28,-0.05%,-0.05%,7.64,9.39,1,0,1684,599,-1920,0," 1,384,572 ",-0.14%,-0.14%
92014,09/03/2014,171.78,170.90,445.12,447.20,12.36,2000.72,-0.08%,-0.08%,7.44,7.68,1,0,1684,599,3334,0," 1,387,906 ",0.24%,0.24%
92014,09/04/2014,172.08,170.58,444.16,448.16,12.64,1997.65,-0.15%,-0.15%,6.36,10.51,1,0,1684,599,-539,0," 1,387,367 ",-0.04%,-0.04%
92014,09/05/2014,171.48,174.02,445.92,439.20,12.09,2007.71,0.50%,0.50%,6.41,9.96,1,0,1684,599,5793,0," 1,393,160 ",0.42%,0.42%
92014,09/08/2014,173.40,173.68,440.48,440.16,12.66,2001.54,-0.31%,-0.31%,6.08,10.58,1,0,1684,599,-573,0," 1,392,588 ",-0.04%,-0.04%
92014,09/09/2014,172.52,168.92,442.72,451.68,13.50,1988.44,-0.65%,-0.66%,5.82,9.95,1,0,1684,599,-8016,0," 1,384,572 ",-0.58%,-0.58%
92014,09/10/2014,168.80,170.10,452.64,449.12,12.88,1995.69,0.36%,0.36%,5.86,8.37,1,0,1684,599,1987,0," 1,386,559 ",0.14%,0.14%
92014,09/11/2014,167.08,170.58,457.12,448.00,12.80,1997.45,0.09%,0.09%,5.76,8.37,1,0,1684,599,808,0," 1,387,367 ",0.06%,0.06%
92014,09/12/2014,170.02,166.86,449.44,457.92,13.31,1985.54,-0.60%,-0.60%,5.99,6.91,1,0,1684,599,-6264,0," 1,381,103 ",-0.45%,-0.45%
92014,09/15/2014,166.10,162.58,459.84,469.76,14.12,1984.13,-0.07%,-0.07%,5.89,6.53,1,0,1684,599,-7208,0," 1,373,895 ",-0.52%,-0.52%
92014,09/16/2014,160.84,170.40,474.72,446.06,12.73,1998.98,0.75%,0.75%,6.33,6.82,1,0,1684,599,13169,0," 1,387,064 ",0.96%,0.95%
92014,09/17/2014,171.16,171.90,444.00,442.08,12.65,2001.57,0.13%,0.13%,5.72,6.60,1,0,1684,599,2526,0," 1,389,590 ",0.18%,0.18%
92014,09/18/2014,173.26,174.38,438.88,435.20,12.03,2011.36,0.49%,0.49%,5.71,6.50,1,0,1684,599,4176,0," 1,393,766 ",0.30%,0.30%
92014,09/19/2014,176.06,174.28,431.04,435.68,12.11,2010.40,-0.05%,-0.05%,5.68,6.10,1,0,1684,599,-168,0," 1,393,598 ",-0.01%,-0.01%
92014,09/22/2014,172.18,168.24,440.80,450.56,13.69,1994.29,-0.80%,-0.80%,6.34,5.42,1,0,1684,599,-10171,0," 1,383,427 ",-0.73%,-0.73%
92014,09/23/2014,163.82,162.00,462.24,467.68,14.93,1982.77,-0.58%,-0.58%,6.62,4.85,1,0,1684,599,-10508,0," 1,372,918 ",-0.76%,-0.76%
92014,09/24/2014,162.76,167.04,464.96,452.64,13.27,1998.30,0.78%,0.78%,6.98,4.72,1,0,1684,599,8487,0," 1,381,406 ",0.62%,0.62%
92014,09/25/2014,165.44,154.50,456.64,485.12,15.64,1965.99,-1.62%,-1.63%,8.94,2.69,1,0,1684,599,-21117,0," 1,360,288 ",-1.53%,-1.54%
92014,09/26/2014,155.76,159.80,482.08,469.92,14.85,1982.85,0.86%,0.85%,9.51,2.27,1,0,1684,599,8925,0," 1,369,214 ",0.66%,0.65%
92014,09/29/2014,151.26,152.16,495.36,492.96,15.98,1977.80,-0.25%,-0.26%,9.53,2.52,1,0,1684,599,-12866,0," 1,356,348 ",-0.94%,-0.94%
92014,09/30/2014,151.28,149.88,494.88,498.86,16.31,1972.29,-0.28%,-0.28%,9.46,2.63,1,0,1684,599,-3840,0," 1,352,508 ",-0.28%,-0.28%
102014,10/01/2014,149.96,146.76,498.72,510.24,16.71,1946.16,-1.32%,-1.33%,10.40,1.85,1,0,1684,599,-5254,0," 1,347,254 ",-0.39%,-0.39%
102014,10/02/2014,145.68,147.88,512.64,504.96,16.16,1946.17,0.00%,0.00%,10.41,1.95,1,0,1684,599,1886,0," 1,349,140 ",0.14%,0.14%
102014,10/03/2014,152.88,156.84,487.84,473.92,14.55,1967.90,1.12%,1.11%,11.27,1.37,1,0,1684,599,15089,0," 1,364,229 ",1.12%,1.11%
102014,10/06/2014,160.32,154.10,463.52,481.28,15.46,1964.82,-0.16%,-0.16%,11.08,1.01,1,0,1684,599,-4614,0," 1,359,615 ",-0.34%,-0.34%
102014,10/07/2014,150.36,143.24,493.44,516.32,17.20,1935.10,-1.51%,-1.52%,12.10,0.56,1,0,1684,599,-18288,0," 1,341,327 ",-1.35%,-1.35%
102014,10/08/2014,142.50,154.88,518.72,472.80,15.11,1968.89,1.75%,1.73%,13.62,-0.12,0,1,1684,599,19602,0," 1,360,928 ",1.46%,1.45%
102014,10/09/2014,152.72,140.48,478.72,515.36,18.76,1928.21,-2.07%,-2.09%,15.21,-2.33,0,1,1684,575,-3766,20930," 1,378,093 ",1.26%,1.25%
102014,10/10/2014,139.80,124.92,518.56,573.60,21.24,1906.13,-1.15%,-1.15%,15.56,-2.76,0,1,1684,575,0,33488," 1,411,581 ",2.43%,2.40%
102014,10/13/2014,126.80,112.70,563.84,632.96,24.64,1874.74,-1.65%,-1.66%,16.29,-2.98,0,1,1684,575,0,34132," 1,445,713 ",2.42%,2.39%
102014,10/14/2014,114.20,113.42,615.84,622.88,22.79,1877.70,0.16%,0.16%,16.34,-2.22,0,1,1684,575,0,-5796," 1,439,917 ",-0.40%,-0.40%
102014,10/15/2014,104.56,111.18,665.28,630.56,25.27,1862.49,-0.81%,-0.81%,16.02,-3.29,0,1,1684,575,0,4416," 1,444,333 ",0.31%,0.31%
102014,10/16/2014,97.44,106.52,708.16,645.28,25.20,1862.76,0.01%,0.01%,15.98,-3.33,0,1,1684,575,0,8464," 1,452,797 ",0.59%,0.58%
102014,10/17/2014,113.80,111.02,600.48,617.28,21.99,1886.76,1.29%,1.28%,16.73,-4.70,0,1,1684,575,0,-16100," 1,436,697 ",-1.11%,-1.11%
102014,10/20/2014,110.54,119.60,620.80,569.60,18.57,1904.01,0.91%,0.91%,17.23,-5.12,0,1,1684,575,0,-27416," 1,409,281 ",-1.91%,-1.93%
102014,10/21/2014,123.82,128.46,548.48,527.84,16.08,1941.28,1.96%,1.94%,18.71,-5.02,0,1,1684,575,0,-24012," 1,385,269 ",-1.70%,-1.72%
102014,10/22/2014,129.20,118.08,523.20,568.32,17.87,1927.11,-0.73%,-0.73%,18.77,-3.84,0,1,1684,575,0,23276," 1,408,545 ",1.68%,1.67%
102014,10/23/2014,126.00,125.52,533.60,535.68,16.53,1950.82,1.23%,1.22%,19.10,-5.83,0,1,1684,575,0,-18768," 1,389,777 ",-1.33%,-1.34%
102014,10/24/2014,125.48,126.86,535.68,530.72,16.11,1964.58,0.71%,0.70%,18.47,-2.83,0,1,1684,575,0,-2852," 1,386,925 ",-0.21%,-0.21%
102014,10/27/2014,124.58,128.60,538.72,522.72,16.04,1961.63,-0.15%,-0.15%,18.21,-3.36,0,1,1684,575,0,-4600," 1,382,325 ",-0.33%,-0.33%
102014,10/28/2014,130.64,137.16,515.04,488.00,14.39,1985.05,1.19%,1.19%,18.69,-2.71,0,1,1684,575,0,-19964," 1,362,361 ",-1.44%,-1.45%
102014,10/29/2014,136.64,134.76,489.44,496.30,15.15,1982.30,-0.14%,-0.14%,18.67,-2.36,0,1,1684,575,0,4775," 1,367,136 ",0.35%,0.35%
102014,10/30/2014,131.86,134.12,506.88,498.24,14.52,1994.65,0.62%,0.62%,18.10,-1.39,0,1,1684,575,0,1113," 1,368,249 ",0.08%,0.08%
102014,10/31/2014,138.50,137.64,482.24,485.12,14.03,2018.05,1.17%,1.17%,18.45,-2.29,0,1,1684,575,0,-7544," 1,360,705 ",-0.55%,-0.55%
112014,11/03/2014,137.68,135.36,484.48,492.96,14.73,2017.81,-0.01%,-0.01%,18.14,-3.59,0,1,1684,575,0,4508," 1,365,213 ",0.33%,0.33%
112014,11/04/2014,134.36,136.32,496.96,489.92,14.89,2012.10,-0.28%,-0.28%,18.17,-2.71,0,1,1684,575,0,-1748," 1,363,465 ",-0.13%,-0.13%
112014,11/05/2014,138.84,138.12,480.48,483.84,14.17,2023.57,0.57%,0.57%,17.22,-0.02,0,1,1684,575,0,-3496," 1,359,969 ",-0.26%,-0.26%
112014,11/06/2014,138.86,141.56,480.32,471.20,13.67,2031.21,0.38%,0.38%,16.32,-1.21,0,1,1684,575,0,-7268," 1,352,701 ",-0.53%,-0.54%
112014,11/07/2014,141.72,143.60,470.24,464.48,13.12,2031.92,0.03%,0.03%,14.20,4.56,1,0,1684,575,0,-3864," 1,348,837 ",-0.29%,-0.29%
112014,11/10/2014,144.20,148.96,461.92,446.24,12.67,2038.26,0.31%,0.31%,13.26,7.98,1,0,1878,575,8804,-1605," 1,356,036 ",0.53%,0.53%
112014,11/11/2014,149.72,149.16,444.16,446.40,12.92,2039.68,0.07%,0.07%,11.22,13.42,1,0,1878,575,376,0," 1,356,411 ",0.03%,0.03%
112014,11/12/2014,145.48,147.24,457.44,452.48,13.02,2038.25,-0.07%,-0.07%,11.31,11.48,1,0,1878,575,-3606,0," 1,352,806 ",-0.27%,-0.27%
112014,11/13/2014,146.44,145.44,453.60,457.12,13.79,2039.33,0.05%,0.05%,10.52,14.75,1,0,1878,575,-3380,0," 1,349,425 ",-0.25%,-0.25%
112014,11/14/2014,144.68,145.00,459.68,458.56,13.31,2039.82,0.02%,0.02%,10.52,14.68,1,0,1878,575,-826,0," 1,348,599 ",-0.06%,-0.06%
112014,11/17/2014,143.58,145.20,462.56,457.60,13.99,2041.32,0.07%,0.07%,10.11,11.88,1,0,1878,575,376,0," 1,348,975 ",0.03%,0.03%
112014,11/18/2014,146.20,147.92,454.56,449.60,13.86,2051.80,0.51%,0.51%,9.94,8.63,1,0,1878,575,5108,0," 1,354,083 ",0.38%,0.38%
112014,11/19/2014,145.88,144.22,455.36,460.48,13.96,2048.72,-0.15%,-0.15%,8.19,7.89,1,0,1878,575,-6949,0," 1,347,134 ",-0.51%,-0.51%
112014,11/20/2014,141.52,145.74,468.64,455.68,13.58,2052.75,0.20%,0.20%,7.37,10.50,1,0,1878,575,2855,0," 1,349,989 ",0.21%,0.21%
112014,11/21/2014,150.08,148.68,441.92,446.72,12.90,2063.50,0.52%,0.52%,6.62,9.91,1,0,1878,575,5521,0," 1,355,510 ",0.41%,0.41%
112014,11/24/2014,149.98,151.78,442.24,436.96,12.62,2069.41,0.29%,0.29%,6.43,9.68,1,0,1878,575,5822,0," 1,361,332 ",0.43%,0.43%
112014,11/25/2014,152.40,153.00,434.88,433.92,12.25,2067.03,-0.12%,-0.12%,6.40,9.64,1,0,1878,575,2291,0," 1,363,623 ",0.17%,0.17%
112014,11/26/2014,152.56,155.40,434.24,427.20,12.07,2072.83,0.28%,0.28%,5.41,8.98,1,0,1878,575,4507,0," 1,368,130 ",0.33%,0.33%
112014,11/28/2014,154.62,151.20,428.48,438.40,13.33,2067.56,-0.25%,-0.25%,5.52,9.63,1,0,1878,575,-7888,0," 1,360,243 ",-0.58%,-0.58%
122014,12/01/2014,148.00,144.76,447.04,457.10,14.16,2053.44,-0.68%,-0.69%,6.09,8.43,1,0,1878,575,-12094,0," 1,348,148 ",-0.89%,-0.89%
122014,12/02/2014,144.82,152.40,456.32,431.52,12.85,2066.55,0.64%,0.64%,5.15,8.88,1,0,1878,575,14348,0," 1,362,496 ",1.06%,1.06%
122014,12/03/2014,153.90,154.76,425.92,424.32,12.50,2074.33,0.38%,0.38%,5.21,9.52,1,0,1878,575,4432,0," 1,366,928 ",0.33%,0.32%
122014,12/04/2014,152.76,154.56,429.28,424.64,12.38,2071.92,-0.12%,-0.12%,5.07,9.82,1,0,1878,575,-376,0," 1,366,553 ",-0.03%,-0.03%
122014,12/05/2014,157.00,157.08,417.76,417.60,11.89,2075.37,0.17%,0.17%,4.82,9.35,1,0,1878,575,4733,0," 1,371,285 ",0.35%,0.35%
122014,12/08/2014,156.24,150.84,420.00,432.80,14.21,2060.31,-0.73%,-0.73%,5.55,8.12,1,0,1878,575,-11719,0," 1,359,566 ",-0.85%,-0.86%
122014,12/09/2014,142.92,148.96,456.16,439.04,15.35,2059.82,-0.02%,-0.02%,5.55,7.57,1,0,1878,575,-3531,0," 1,356,036 ",-0.26%,-0.26%
122014,12/10/2014,145.84,133.68,447.36,485.28,18.53,2026.14,-1.64%,-1.65%,8.01,4.66,1,0,1878,575,-28696,0," 1,327,340 ",-2.12%,-2.14%
122014,12/11/2014,134.40,125.12,478.72,514.21,20.08,2035.33,0.45%,0.45%,8.18,4.74,1,0,1878,575,-16076,0," 1,311,264 ",-1.21%,-1.22%
122014,12/12/2014,119.16,118.00,536.16,542.24,21.08,2002.33,-1.62%,-1.63%,9.91,3.11,1,0,1878,575,-13371,0," 1,297,893 ",-1.02%,-1.02%
122014,12/15/2014,123.62,120.72,516.64,528.80,20.42,1989.63,-0.63%,-0.64%,10.08,3.71,1,0,1878,575,5108,0," 1,303,001 ",0.39%,0.39%
122014,12/16/2014,117.98,115.14,541.44,554.08,23.57,1972.74,-0.85%,-0.85%,10.37,2.94,1,0,1878,575,-10479,0," 1,292,522 ",-0.80%,-0.81%
122014,12/17/2014,113.18,125.66,561.28,497.44,19.44,2012.89,2.04%,2.01%,12.85,1.14,1,0,1878,575,19757,0," 1,312,278 ",1.53%,1.52%
122014,12/18/2014,131.94,129.70,474.08,482.72,16.81,2061.23,2.40%,2.37%,15.34,-1.48,0,1,1878,575,7587,0," 1,319,866 ",0.58%,0.58%
122014,12/19/2014,130.16,130.64,480.80,478.40,16.49,2070.65,0.46%,0.46%,15.40,-1.44,0,1,1878,546,742,-1442," 1,319,166 ",-0.05%,-0.05%
122014,12/22/2014,133.98,137.00,465.92,455.84,15.25,2078.54,0.38%,0.38%,15.43,-1.85,0,1,1878,546,0,-12318," 1,306,848 ",-0.93%,-0.94%
122014,12/23/2014,137.80,136.74,452.80,456.16,14.80,2082.17,0.17%,0.17%,15.35,-2.45,0,1,1878,546,0,175," 1,307,023 ",0.01%,0.01%
122014,12/24/2014,138.32,137.76,451.20,452.96,14.37,2081.88,-0.01%,-0.01%,15.33,-2.71,0,1,1878,546,0,-1747," 1,305,275 ",-0.13%,-0.13%
122014,12/26/2014,137.74,136.44,452.64,457.44,14.50,2088.77,0.33%,0.33%,15.35,-3.10,0,1,1878,546,0,2446," 1,307,721 ",0.19%,0.19%
